"name","price","capacity","price_per_gb","type","cache","form_factor","interface"
"Western Digital Blue",94.99,6000,0.016,"5400",64,"3.5","SATA 6.0 Gb/s"
"Seagate BarraCuda Pro",217,10000,0.022,"7200",256,"3.5","SATA 6.0 Gb/s"
"Sabrent Rocket 4 Plus",119.99,1000,0.12,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Kingston NV1",74.98,1000,0.075,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Toshiba MQ01ABD032",10.36,320,0.032,"5400",8,"2.5","SATA 3.0 Gb/s"
"Corsair MP600 PRO XT",175.99,2000,0.088,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Lexar NM790 w/Heatsink",84.99,1000,0.085,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Western Digital WD_BLACK",56.99,1000,0.057,"7200",64,"3.5","SATA 6.0 Gb/s"
"Leven JPS600",58.99,1000,0.059,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Patriot Burst Elite",49.99,960,0.052,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"HP FX900 Pro",134.99,2000,0.067,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Inland TN470",137.99,2000,0.069,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Seagate FireCuda 530",115,1000,0.115,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Leven JS600",53.99,1000,0.054,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Samsung 860 Evo",86.13,250,0.345,"SSD",512,"2.5","SATA 6.0 Gb/s"
"Western Digital WD_BLACK",109.99,6000,0.018,"7200",128,"3.5","SATA 6.0 Gb/s"
"Western Digital Blue SA510",136.87,2000,0.068,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Inland Performance Plus",75.98,1000,0.076,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Seagate Momentus 5400.6",21.99,500,0.044,"5400",8,"2.5","SATA 3.0 Gb/s"
"FanXiang S880",79.98,1000,0.08,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Patriot P210",30.99,512,0.061,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Mushkin Vortex Redline",136.99,2000,0.068,"SSD",1024,"M.2-2280","M.2 PCIe 4.0 X4"
"Western Digital Blue SA510",271.7,4000,0.068,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"PNY CS900",69.99,1000,0.07,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Seagate FireCuda",99.99,4000,0.025,"7200",256,"3.5","SATA 6.0 Gb/s"
"Sabrent Rocket 4 Plus",499.99,4000,0.125,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Western Digital Red Plus",199.99,10000,0.02,"7200",256,"3.5","SATA 6.0 Gb/s"
"Mushkin Helix-L",61.99,1000,0.062,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Crucial T705 W/Heatsink Limited Edition",346.99,2000,0.173,"SSD",NA,"M.2-2280","M.2 PCIe 5.0 X4"
"Samsung 860 Pro",1099.99,4000,0.275,"SSD",4096,"2.5","SATA 6.0 Gb/s"
"TEAMGROUP MP33 PRO",40.99,512,0.08,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"TEAMGROUP MS30",108.99,2000,0.054,"SSD",NA,"M.2-2280","M.2 SATA"
"Kingston KC3000",377.99,4096,0.092,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Crucial BX500",37.99,480,0.079,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Mushkin Tempest",68.98,1000,0.069,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Seagate FireCuda 530",219.95,2000,0.11,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Inland TN470",81.99,1000,0.082,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"TEAMGROUP Cardea A440",79.98,1000,0.08,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Gigabyte Gen3 2500E",91.55,1000,0.092,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Gigabyte AORUS Gen5 12000",269.99,2000,0.135,"SSD",NA,"M.2-2280","M.2 PCIe 5.0 X4"
"Western Digital Green SN350",28.99,240,0.121,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Samsung 960 Evo",87.06,250,0.348,"SSD",512,"M.2-2280","M.2 PCIe 3.0 X4"
"Corsair MP600 PRO LPX",99.99,1000,0.1,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"SanDisk SSD PLUS",29.99,240,0.125,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Western Digital WD_BLACK",179.99,8000,0.022,"7200",128,"3.5","SATA 6.0 Gb/s"
"TEAMGROUP QX",197.99,4000,0.049,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Sabrent Rocket 5",189.99,1000,0.19,"SSD",NA,"M.2-2280","M.2 PCIe 5.0 X4"
"MSI SPATIUM M480 PRO",285,4000,0.071,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Seagate BarraCuda",84.35,3000,0.028,"7200",64,"3.5","SATA 6.0 Gb/s"
"Western Digital Green",51.55,240,0.215,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Patriot P210",97.99,2000,0.049,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Corsair MP600 PRO NH",159.99,2000,0.08,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Leven JS600",29.99,512,0.059,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Samsung 860 Evo",255,2000,0.128,"SSD",2048,"2.5","SATA 6.0 Gb/s"
"Verbatim Vi5000",78.5,1000,0.079,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Western Digital Black SN850",112.99,1000,0.113,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"TEAMGROUP AX2",54.99,1000,0.055,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Lexar NM710",34.99,500,0.07,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Corsair MP600 ELITE",159.99,2000,0.08,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Intel 670p",149,2000,0.074,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Samsung 970 Pro",199.99,512,0.391,"SSD",512,"M.2-2280","M.2 PCIe 3.0 X4"
"Seagate IronWolf Pro NAS",229.99,12000,0.019,"7200",256,"3.5","SATA 6.0 Gb/s"
"Seagate FireCuda",125,2000,0.062,"",NA,"2.5","SATA 6.0 Gb/s"
"Kingston NV1",48.99,500,0.098,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Inland Performance Plus",897.99,8000,0.112,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Crucial T705 W/Heatsink",314.99,2000,0.157,"SSD",NA,"M.2-2280","M.2 PCIe 5.0 X4"
"Corsair MP600 ELITE",89.99,1000,0.09,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Western Digital Red Plus",99.99,4000,0.025,"5400",256,"3.5","SATA 6.0 Gb/s"
"ADATA XPG SX8200 Pro",57.16,512,0.112,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"TEAMGROUP MP44",849.99,8000,0.106,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Western Digital Red Pro",372.95,20000,0.019,"7200",512,"3.5","SATA 6.0 Gb/s"
"Seagate IronWolf Pro",240,14000,0.017,"7200",256,"3.5","SATA 6.0 Gb/s"
"MSI SPATIUM M461",267.7,4000,0.067,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Western Digital Black SN750",74.98,500,0.15,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Gigabyte AORUS Gen4 7000s",92.43,1000,0.092,"SSD",1024,"M.2-2280","M.2 PCIe 4.0 X4"
"Silicon Power XS70",149.99,2000,0.075,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"ADATA XPG SPECTRIX S40G RGB",82.22,1000,0.082,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Crucial T500 W/Heatsink",160.99,2000,0.08,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Samsung 980 Pro",129.99,250,0.52,"SSD",512,"M.2-2280","M.2 PCIe 4.0 X4"
"Western Digital Black SN850",84,500,0.168,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Seagate BarraCuda",22.99,500,0.046,"7200",16,"3.5","SATA 6.0 Gb/s"
"TEAMGROUP EX2",106.99,2000,0.053,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Crucial T500",72.99,500,0.146,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"TEAMGROUP T-Force Cardea Z540",142.99,1000,0.143,"SSD",NA,"M.2-2280","M.2 PCIe 5.0 X4"
"Solidigm P41 Plus",47.89,500,0.096,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Seagate EXOS Enterprise",329.99,16000,0.021,"7200",256,"3.5","SATA 6.0 Gb/s"
"Western Digital Red Plus",169.99,8000,0.021,"5640",128,"3.5","SATA 6.0 Gb/s"
"FanXiang S880",129.99,2000,0.065,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Western Digital Blue SN570",39.99,250,0.16,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Western Digital SE",42.98,2000,0.021,"7200",64,"3.5","SATA 6.0 Gb/s"
"Seagate IronWolf NAS",224.99,14000,0.016,"7200",256,"3.5","SATA 6.0 Gb/s"
"MSI SPATIUM M460",72.99,1000,0.073,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Western Digital AV-GP",39.99,2000,0.02,"5400",64,"3.5","SATA 6.0 Gb/s"
"Samsung 860 QVO",123.91,1000,0.124,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Western Digital Red Plus",84.99,3000,0.028,"5400",256,"3.5","SATA 6.0 Gb/s"
"Crucial T500 W/Heatsink",89.99,1000,0.09,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Seagate Barracuda Compute",64.98,2000,0.032,"7200",256,"3.5","SATA 6.0 Gb/s"
"Silicon Power A55",59.99,1000,0.06,"SSD",NA,"M.2-2280","M.2 SATA"
"Seagate IronWolf Pro",288.12,16000,0.018,"7200",256,"3.5","SATA 6.0 Gb/s"
"Seagate IronWolf NAS",228.45,12000,0.019,"7200",256,"3.5","SATA 6.0 Gb/s"
"Mushkin Helix-L",106.99,2000,0.053,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Western Digital VelociRaptor",50.99,1000,0.051,"10000",64,"2.5","SATA 6.0 Gb/s"
"Western Digital WD_BLACK",194.99,6000,0.032,"7200",256,"3.5","SATA 6.0 Gb/s"
"SK Hynix Gold P31",149.99,2000,0.075,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Timetec 35TTFP6PCIE",59.99,1000,0.06,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Intel 670p",51.9,512,0.101,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"TEAMGROUP T-Force Cardea Z540",246.99,2000,0.123,"SSD",NA,"M.2-2280","M.2 PCIe 5.0 X4"
"Samsung 970 Pro",392.99,1000,0.393,"SSD",1024,"M.2-2280","M.2 PCIe 3.0 X4"
"Corsair MP700 PRO w/Heatsink",279.99,2000,0.14,"SSD",NA,"M.2-2280","M.2 PCIe 5.0 X4"
"Seagate BarraCuda Pro Compute",59.99,1000,0.06,"7200",128,"2.5","SATA 6.0 Gb/s"
"TEAMGROUP QX",96.99,2000,0.048,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Samsung 970 Evo",248.99,2000,0.124,"SSD",2048,"M.2-2280","M.2 PCIe 3.0 X4"
"Western Digital Blue",50.99,1000,0.051,"7200",64,"3.5","SATA 6.0 Gb/s"
"Samsung 960 Pro",689.95,2000,0.345,"SSD",2048,"M.2-2280","M.2 PCIe 3.0 X4"
"Intel Optane P1600X",70.98,118,0.602,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Western Digital Red Pro",418.99,22000,0.019,"7200",512,"3.5","SATA 6.0 Gb/s"
"Samsung 850 Evo",129.23,1000,0.129,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Samsung 850 Pro",210.28,1000,0.21,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Crucial P2",121.99,2000,0.061,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Crucial P5 Plus W/Heatsink",93.99,1000,0.094,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"VisionTek 901414",1566.2,8000,0.196,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Seagate Barracuda Compute",84.99,4000,0.021,"5400",256,"3.5","SATA 6.0 Gb/s"
"Seagate Exos X22",479.99,22000,0.022,"7200",512,"3.5","SATA 6.0 Gb/s"
"ADATA Ultimate SU650",15.99,120,0.133,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Western Digital Blue SA510",86.45,1000,0.086,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Mushkin Tempest",102.99,2000,0.051,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Western Digital Red Plus",127.42,6000,0.021,"5400",256,"3.5","SATA 6.0 Gb/s"
"Seagate FireCuda",149,2000,0.074,"",64,"3.5","SATA 6.0 Gb/s"
"Western Digital WD Blue",49.99,1000,0.05,"5400",64,"3.5","SATA 6.0 Gb/s"
"Western Digital Black AN1500",365.03,4000,0.091,"SSD",NA,"PCIe","PCIe x8"
"Samsung 860 Evo",379.24,4000,0.095,"SSD",4096,"2.5","SATA 6.0 Gb/s"
"Seagate Barracuda Compute",79,3000,0.026,"5400",256,"3.5","SATA 6.0 Gb/s"
"Silicon Power P34A60",27.99,256,0.109,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Toshiba MG10 512e",339,20000,0.017,"7200",512,"3.5","SATA 6.0 Gb/s"
"Western Digital Black SN750",646.48,4000,0.162,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"SanDisk SSD PLUS",124.99,2000,0.062,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"TEAMGROUP T-Force Vulcan Z",20.99,256,0.082,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"ADATA Legend 710",73.43,1000,0.073,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Western Digital Red Pro",326.54,18000,0.018,"7200",512,"3.5","SATA 6.0 Gb/s"
"Crucial T700 W/Heatsink",171.99,1000,0.172,"SSD",NA,"M.2-2280","M.2 PCIe 5.0 X4"
"ADATA Legend 960",163.8,2000,0.082,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Silicon Power XS70",89.99,1000,0.09,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Mushkin Gamma",849.99,8000,0.106,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Samsung 960 Evo",139.99,500,0.28,"SSD",512,"M.2-2280","M.2 PCIe 3.0 X4"
"Samsung 970 Evo",92,250,0.368,"SSD",512,"M.2-2280","M.2 PCIe 3.0 X4"
"Gigabyte GP-GSTFS31480GNTD",43.03,480,0.09,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Corsair MP600 PRO XT",103.99,1000,0.104,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"PNY CS1030",36.99,500,0.074,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Silicon Power US75",77.98,1000,0.078,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"TEAMGROUP CX2",54.99,1000,0.055,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Corsair MP600 Force Series Gen4",208.65,1000,0.209,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Intel P3700",1850,1600,1.156,"SSD",NA,"PCIe","PCIe x4"
"Patriot Burst Elite",17.98,240,0.075,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"TEAMGROUP MS30",23.99,256,0.094,"SSD",NA,"M.2-2280","M.2 SATA"
"ADATA XPG SPECTRIX S40G RGB",55.42,512,0.108,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"HP FX900 Pro",84.99,1000,0.085,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Western Digital Green",72.02,1000,0.072,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Western Digital Gold",446.19,22000,0.02,"7200",512,"3.5","SATA 6.0 Gb/s"
"Gigabyte GP-GSM2NE3256GNTD",36.79,256,0.144,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"SanDisk SSD PLUS",43.78,480,0.091,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Western Digital PC SN730",45,512,0.088,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Solidigm P44 Pro",67.94,512,0.133,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Intel 660p",86.99,512,0.17,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Seagate Surveillance HDD",307.37,8000,0.038,"7200",256,"3.5","SATA 6.0 Gb/s"
"TEAMGROUP MP33 PRO",110.99,2000,0.055,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Seagate BarraCuda",132.97,6000,0.022,"5400",256,"3.5","SATA 6.0 Gb/s"
"AGI AI198",44,512,0.086,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Lexar NM790 w/Heatsink",149.99,2000,0.075,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"SanDisk Ultra 3D",249.99,4000,0.062,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Seagate BarraCuda",63.99,1000,0.064,"5400",128,"2.5","SATA 6.0 Gb/s"
"Western Digital Blue",87.99,2000,0.044,"5400",256,"3.5","SATA 6.0 Gb/s"
"ADATA LEGEND 850 LITE",112.99,2000,0.056,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Seagate BarraCuda Q5",123,2000,0.062,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Western Digital Black SN850",234.99,2000,0.117,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Seagate IronWolf Pro NAS",308.99,18000,0.017,"7200",256,"3.5","SATA 6.0 Gb/s"
"Seagate Exos X18",284.99,16000,0.018,"7200",256,"3.5","SATA 6.0 Gb/s"
"ADATA LEGEND 840",44.99,512,0.088,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Seagate IronWolf NAS",222.11,10000,0.022,"7200",256,"3.5","SATA 6.0 Gb/s"
"ADATA XPG GAMMIX S60 Blade",72.99,1000,0.073,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"TEAMGROUP T-Create Classic DL",68.98,1000,0.069,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Seagate FireCuda 520",59.55,500,0.119,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Crucial T705 W/Heatsink",194.99,1000,0.195,"SSD",NA,"M.2-2280","M.2 PCIe 5.0 X4"
"Corsair MP600 PRO LPX",164.99,2000,0.082,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Samsung 850 Pro",155.25,256,0.606,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Western Digital Red Pro",318.99,16000,0.02,"7200",256,"3.5","SATA 6.0 Gb/s"
"TEAMGROUP GX2",61.99,1000,0.062,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Crucial P5",119.99,1000,0.12,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"ADATA LEGEND 850 LITE",68.98,1000,0.069,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Corsair MP600 GS",83.99,1000,0.084,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Seagate EXOS Enterprise",81,4000,0.02,"7200",128,"3.5","SATA 6.0 Gb/s"
"PNY CS2241",129.99,2000,0.065,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Intel 660p",74.95,1000,0.075,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"ADATA SU630",56.76,480,0.118,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Kingston SSDNow V300",44.99,120,0.375,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Seagate BarraCuda",23.93,500,0.048,"5400",32,"3.5","SATA 6.0 Gb/s"
"Lexar NS100",83.99,512,0.164,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Western Digital WD_BLACK SN850P for PS5",126.48,1000,0.126,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Seagate SkyHawk Surveillance",89.99,4000,0.022,"7200",256,"3.5","SATA 6.0 Gb/s"
"Transcend 110S",24.99,128,0.195,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Gigabyte AORUS Gen4",169,1000,0.169,"SSD",2048,"M.2-2280","M.2 PCIe 4.0 X4"
"Western Digital Caviar Green",52.99,1000,0.053,"5400",64,"3.5","SATA 6.0 Gb/s"
"Intel DC P3600",1850,800,2.312,"SSD",NA,"PCIe","PCIe x4"
"Hitachi Ultrastar He8",1087,8000,0.136,"7200",128,"3.5","SATA 6.0 Gb/s"
"Seagate FireCuda 530",827,4000,0.207,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Silicon Power A55",34.99,512,0.068,"SSD",NA,"M.2-2280","M.2 SATA"
"Western Digital Blue",184.44,2000,0.092,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"ADATA LEGEND 960 MAX",89.99,1000,0.09,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Verbatim Vi3000",115.27,2000,0.058,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Corsair MP600 GS",198.99,2000,0.099,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Inland TN450",46.99,500,0.094,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Patriot Viper VP4300 Lite",229.99,4000,0.057,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Verbatim Vi550",41.98,512,0.082,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"ADATA XPG SX6000 Pro",31.17,256,0.122,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Seagate Exos X20",315,18000,0.018,"7200",256,"3.5","SATA 6.0 Gb/s"
"Gigabyte AORUS Gen5 12000",159.98,1000,0.16,"SSD",NA,"M.2-2280","M.2 PCIe 5.0 X4"
"Crucial P1",74.22,500,0.148,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"KIOXIA EXCERIA",89.5,500,0.179,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Seagate Enterprise",149,8000,0.019,"7200",256,"3.5","SATA 6.0 Gb/s"
"PNY CS2241",67.99,1000,0.068,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Seagate IronWolf NAS",98.88,4000,0.025,"5900",64,"3.5","SATA 6.0 Gb/s"
"Patriot P400 Lite",89.33,1000,0.089,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Verbatim Vi5000",134.44,2000,0.067,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Kingston Fury Renegade",78.48,500,0.157,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"KingSpec XG7000 PRO",89.99,1000,0.09,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Western Digital Blue",49.99,250,0.2,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Western Digital Blue",87.2,1000,0.087,"SSD",NA,"M.2-2280","M.2 SATA"
"Western Digital Black AN1500",205.11,2000,0.103,"SSD",NA,"PCIe","PCIe x8"
"Western Digital Blue SN570",209,2000,0.104,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Kingston Fury Renegade with Heat Sink",406.43,4000,0.102,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Western Digital Red Plus",219.99,8000,0.027,"7200",256,"3.5","SATA 6.0 Gb/s"
"Samsung 840 Evo",95,250,0.38,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Silicon Power A55",24.99,256,0.098,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Seagate FireCuda 540",195.99,1000,0.196,"SSD",NA,"M.2-2280","M.2 PCIe 5.0 X4"
"Corsair MP600 PRO NH",64.98,500,0.13,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Seagate BarraCuda",128.99,4000,0.032,"5400",128,"2.5","SATA 6.0 Gb/s"
"PNY CS900",29.7,250,0.119,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Inland Professional",20.99,120,0.175,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"ADATA XPG GAMMIX S11 Pro",95.09,1000,0.095,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Seagate Exos X16",436.46,16000,0.027,"7200",256,"3.5","SATA 6.0 Gb/s"
"ADATA LEGEND 700",101.91,1000,0.102,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Inland Performance Plus",281.99,4000,0.07,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Western Digital Blue SN550",39.99,250,0.16,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Western Digital WD_BLACK SN850P for PS5",199.99,2000,0.1,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Western Digital Blue SA510",56.99,500,0.114,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"SK Hynix Gold P31",62.99,500,0.126,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Toshiba MG09 512e",319.99,18000,0.018,"7200",512,"3.5","SATA 6.0 Gb/s"
"Western Digital Red",62.99,2000,0.031,"5400",256,"3.5","SATA 6.0 Gb/s"
"KIOXIA EXCERIA PRO",259.33,2000,0.13,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"GOODRAM PX700",135.84,1024,0.133,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Toshiba DT01ACA050",33.72,500,0.067,"7200",32,"3.5","SATA 6.0 Gb/s"
"Silicon Power XS70",299.99,4000,0.075,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"ADATA XPG GAMMIX S70 Blade",279.99,4000,0.07,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Toshiba X300",114.99,4000,0.029,"7200",256,"3.5","SATA 6.0 Gb/s"
"Western Digital Gold",419.99,20000,0.021,"7200",512,"3.5","SATA 6.0 Gb/s"
"Verbatim Vi3000",70.99,1000,0.071,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
"Western Digital Blue SN580",46.99,250,0.188,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Samsung 960 Pro",177.71,512,0.347,"SSD",512,"M.2-2280","M.2 PCIe 3.0 X4"
"Silicon Power US75",132.99,2000,0.066,"SSD",NA,"M.2-2280","M.2 PCIe 4.0 X4"
"Western Digital WD Blue",59.99,2000,0.03,"5400",64,"3.5","SATA 6.0 Gb/s"
"Kingston KC600",58.88,512,0.115,"SSD",NA,"2.5","SATA 6.0 Gb/s"
"Western Digital SN530",59.99,512,0.117,"SSD",NA,"M.2-2280","M.2 PCIe 3.0 X4"
